student_id,Credits,courses_can_register,Block_name,block_courses
221000410,67,"['AIS301', 'AIS390', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363']",AI-JR-1,"['AIS301', 'AIS390', 'AIS490', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL000']"
221000570,65,"['AIS301', 'AIS390', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363']",AI-JR-1,"['AIS301', 'AIS390', 'AIS490', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL000']"
221000645,65,"['AIS301', 'AIS390', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363']",AI-JR-1,"['AIS301', 'AIS390', 'AIS490', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL000']"
221000759,65,"['AIS301', 'AIS390', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363']",AI-JR-1,"['AIS301', 'AIS390', 'AIS490', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL000']"
221000770,65,"['AIS301', 'AIS390', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363']",AI-JR-1,"['AIS301', 'AIS390', 'AIS490', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL000']"
221000832,65,"['AIS301', 'AIS390', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363']",AI-JR-1,"['AIS301', 'AIS390', 'AIS490', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL000']"
221001099,67,"['AIS301', 'AIS390', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363']",AI-JR-1,"['AIS301', 'AIS390', 'AIS490', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL000']"
221001237,65,"['AIS301', 'AIS390', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363']",AI-JR-1,"['AIS301', 'AIS390', 'AIS490', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL000']"
221001565,65,"['AIS301', 'AIS390', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363']",AI-JR-1,"['AIS301', 'AIS390', 'AIS490', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL000']"
221001701,65,"['AIS301', 'AIS390', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363']",AI-JR-1,"['AIS301', 'AIS390', 'AIS490', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL000']"
221002051,67,"['AIS301', 'AIS390', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363']",AI-JR-1,"['AIS301', 'AIS390', 'AIS490', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL000']"
221000001,70,"['AIS301', 'AIS390', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410']",AI-JR-2,"['AIS301', 'AIS390', 'AIS490', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410']"
221000424,68,"['AIS301', 'AIS390', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410']",AI-JR-2,"['AIS301', 'AIS390', 'AIS490', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410']"
221000432,71,"['AIS301', 'AIS390', 'CSCI363', 'CSCI410', 'CSCI461', 'ENGL202']",AI-JR-3,"['AIS301', 'AIS390', 'AIS490', 'CSCI363', 'CSCI410', 'CSCI461', 'ENGL000']"
221001554,73,"['AIS301', 'AIS390', 'CSCI363', 'CSCI410', 'CSCI461', 'ENGL202']",AI-JR-3,"['AIS301', 'AIS390', 'AIS490', 'CSCI363', 'CSCI410', 'CSCI461', 'ENGL000']"
221000002,70,"['AIS301', 'AIS490', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410']",AI-JR-2,"['AIS301', 'AIS390', 'AIS490', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410']"
212002407,80,"['AIS301', 'AIS490', 'CSCI363', 'CSCI410', 'CSCI461', 'ENGL003']",AI-JR-3,"['AIS301', 'AIS390', 'AIS490', 'CSCI363', 'CSCI410', 'CSCI461', 'ENGL000']"
231001426,30,"['AIS301', 'CSCI112', 'CSCI217', 'CSCI410', 'ECEN101C', 'MATH211']",AI-JR-8,"['AIS301', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410', 'ENGL000']"
211000075,44,"['AIS301', 'CSCI208', 'CSCI212', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'MATH201', 'MATH301i']",AI-SO-6,"['CSCI208', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'MATH301i', 'PHYS101C']"
202002876,47,"['AIS301', 'CSCI208', 'CSCI217', 'CSCI311/ECEN432', 'CSCI322', 'MATH203i', 'MATH301i']",AI-JR-7,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI322', 'CSCI363', 'ENGL000', 'MATH203i', 'MATH301i']"
221000253,46,"['AIS301', 'CSCI217', 'CSCI322', 'ECEN101C', 'MATH112i', 'MATH203i']",AI-JR-7,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI322', 'CSCI363', 'ENGL000', 'MATH203i', 'MATH301i']"
211002132,50,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'MATH203i', 'MATH301i']",AI-JR-7,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI322', 'CSCI363', 'ENGL000', 'MATH203i', 'MATH301i']"
221000024,60,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'MATH203i']",AI-JR-6,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'MATH203i']"
221000062,63,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'MATH203i']",AI-JR-6,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'MATH203i']"
221000086,61,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'MATH203i']",AI-JR-6,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'MATH203i']"
221000108,61,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'MATH203i']",AI-JR-6,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'MATH203i']"
221000147,65,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'MATH203i']",AI-JR-6,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'MATH203i']"
221001133,63,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'MATH203i']",AI-JR-6,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'MATH203i']"
221001347,63,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'MATH203i']",AI-JR-6,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'MATH203i']"
221001470,62,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'MATH203i']",AI-JR-6,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'MATH203i']"
221001704,63,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'MATH203i']",AI-JR-6,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'MATH203i']"
221000072,64,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363']",AI-JR-4,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'ENGL000']"
221000117,64,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363']",AI-JR-4,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'ENGL000']"
221000142,66,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363']",AI-JR-4,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'ENGL000']"
221000318,64,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363']",AI-JR-4,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'ENGL000']"
221000347,66,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363']",AI-JR-4,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'ENGL000']"
221000681,64,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363']",AI-JR-4,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'ENGL000']"
221000744,65,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363']",AI-JR-4,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'ENGL000']"
221000828,63,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363']",AI-JR-4,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'ENGL000']"
221001055,60,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363']",AI-JR-4,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'ENGL000']"
221001520,61,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363']",AI-JR-4,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'ENGL000']"
221001592,63,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363']",AI-JR-4,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'ENGL000']"
221001647,66,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363']",AI-JR-4,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'ENGL000']"
221001792,66,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363']",AI-JR-4,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'ENGL000']"
221001815,58,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363']",AI-JR-4,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'ENGL000']"
221001524,64,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL202']",AI-JR-5,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL000']"
221001619,68,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL202']",AI-JR-5,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL000']"
221001882,64,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL202']",AI-JR-5,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL000']"
221001421,65,"['AIS301', 'CSCI305', 'CSCI313/ECEN428', 'CSCI322', 'CSCI363', 'CSCI410']",AI-JR-8,"['AIS301', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410', 'ENGL000']"
221000123,65,"['AIS301', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410', 'ENGL202']",AI-JR-8,"['AIS301', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410', 'ENGL000']"
221000241,71,"['AIS301', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410', 'ENGL202']",AI-JR-8,"['AIS301', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410', 'ENGL000']"
221001199,69,"['AIS301', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410', 'ENGL202']",AI-JR-8,"['AIS301', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410', 'ENGL000']"
221000703,66,"['AIS301', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410', 'MATH203i']",AI-JR-6,"['AIS301', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'MATH203i']"
221000043,78,"['AIS301', 'CSCI313/ECEN428', 'CSCI410', 'CSCI461', 'CSCI465/ECEN433', 'ENGL202']",AI-JR-8,"['AIS301', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410', 'ENGL000']"
211000479,77,"['AIS301', 'CSCI313/ECEN428', 'CSCI410', 'CSCI461', 'CSCI465/ECEN433', 'MATH203i']",AI-JR-10,"['AIS390', 'AIS490', 'CSCI410', 'CSCI461', 'CSCI465/ECEN433', 'MATH203i', 'MATH301i']"
221002230,85,"['AIS301', 'CSCI363', 'CSCI410', 'CSCI461']",AI-JR-3,"['AIS301', 'AIS390', 'AIS490', 'CSCI363', 'CSCI410', 'CSCI461', 'ENGL000']"
221001425,83,"['AIS301', 'CSCI410', 'CSCI461', 'CSCI465/ECEN433', 'ENGL202', 'HUMA101']",AI-JR-3,"['AIS301', 'AIS390', 'AIS490', 'CSCI363', 'CSCI410', 'CSCI461', 'ENGL000']"
221000927,62,"['AIS390', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'HUMA101']",AI-JR-9,"['AIS390', 'AIS490', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL000', 'HUMA101']"
211001298,67,"['AIS390', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410', 'MATH203i']",AI-JR-2,"['AIS301', 'AIS390', 'AIS490', 'CSCI305', 'CSCI313/ECEN428', 'CSCI363', 'CSCI410']"
211001892,66,"['AIS390', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'CSCI461', 'ENGL202']",AI-JR-1,"['AIS301', 'AIS390', 'AIS490', 'CSCI305', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI363', 'ENGL000']"
202001369,74,"['AIS390', 'CSCI410', 'CSCI461', 'CSCI465/ECEN433', 'MATH203i', 'MATH301i']",AI-JR-10,"['AIS390', 'AIS490', 'CSCI410', 'CSCI461', 'CSCI465/ECEN433', 'MATH203i', 'MATH301i']"
211000633,82,"['AIS390', 'CSCI410', 'CSCI461', 'CSCI465/ECEN433']",AI-JR-10,"['AIS390', 'AIS490', 'CSCI410', 'CSCI461', 'CSCI465/ECEN433', 'MATH203i', 'MATH301i']"
221002178,97,"['AIS411', 'AIS412', 'AIS477', 'AIS495', 'CSCI101', 'CSCI410', 'CSCI461', 'CSCI465/ECEN433', 'MATH203i']",AI-SR-5,"['AIS411', 'AIS412', 'AIS495', 'CSCI410', 'CSCI461', 'CSCI465/ECEN433', 'MATH203i', 'MATH301i']"
221001430,96,"['AIS411', 'AIS412', 'AIS477', 'AIS495', 'CSCI101', 'CSCI410', 'CSCI461', 'CSCI465/ECEN433', 'PHYS101C']",AI-SR-1,"['AIS411', 'AIS412', 'AIS477', 'AIS495', 'CSCI410', 'CSCI461']"
211001648,94,"['AIS411', 'AIS412', 'AIS477', 'AIS495', 'CSCI208', 'CSCI410', 'CSCI461', 'CSCI465/ECEN433']",AI-SR-1,"['AIS411', 'AIS412', 'AIS477', 'AIS495', 'CSCI410', 'CSCI461']"
211000405,90,"['AIS411', 'AIS412', 'AIS477', 'AIS495', 'CSCI305', 'CSCI410', 'CSCI465/ECEN433']",AI-SR-2,"['AIS411', 'AIS412', 'AIS477', 'AIS495', 'CSCI313/ECEN428', 'CSCI410', 'CSCI465/ECEN433']"
211001735,94,"['AIS411', 'AIS412', 'AIS477', 'AIS495', 'CSCI311/ECEN432', 'CSCI313/ECEN428', 'CSCI465/ECEN433']",AI-SR-2,"['AIS411', 'AIS412', 'AIS477', 'AIS495', 'CSCI313/ECEN428', 'CSCI410', 'CSCI465/ECEN433']"
211001158,99,"['AIS411', 'AIS412', 'AIS477', 'AIS495', 'CSCI313/ECEN428', 'CSCI410', 'CSCI461', 'CSCI465/ECEN433']",AI-SR-2,"['AIS411', 'AIS412', 'AIS477', 'AIS495', 'CSCI313/ECEN428', 'CSCI410', 'CSCI465/ECEN433']"
211001159,96,"['AIS411', 'AIS412', 'AIS477', 'AIS495', 'CSCI313/ECEN428', 'CSCI410', 'CSCI461', 'CSCI465/ECEN433']",AI-SR-2,"['AIS411', 'AIS412', 'AIS477', 'AIS495', 'CSCI313/ECEN428', 'CSCI410', 'CSCI465/ECEN433']"
211001737,97,"['AIS411', 'AIS412', 'AIS477', 'AIS495', 'CSCI313/ECEN428', 'CSCI410', 'CSCI461', 'CSCI465/ECEN433']",AI-SR-2,"['AIS411', 'AIS412', 'AIS477', 'AIS495', 'CSCI313/ECEN428', 'CSCI410', 'CSCI465/ECEN433']"
211000559,100,"['AIS411', 'AIS412', 'AIS477', 'AIS495', 'CSCI322', 'CSCI410', 'CSCI461']",AI-SR-1,"['AIS411', 'AIS412', 'AIS477', 'AIS495', 'CSCI410', 'CSCI461']"
